State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Kentucky,Basil Griffin Park,2055 Three Springs Rd ,Bowling Green,Drive-thru,8:30am - 5:30pm,,,https://www.thelittleclinic.com/drivethru-testing,-86.4382146,36.9168038,"2055 three springs rd, bowling green, ky 42104, usa"
Kentucky,CVS Health COVID-19 Testing Site,704 US HWY 31 W Bypass,Bowling Green,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.4301393,36.9860125,"704 us 31 west bypass, 704 us-31 byp, bowling green, ky 42101, usa"
Kentucky,John Hardin High School,284 W A Jenkins Rd,Elizabethtown ,Drive-thru,8:30am - 5:30pm,,,https://www.thelittleclinic.com/drivethru-testing,-85.9027305,37.7545056,"284 w a jenkins rd, elizabethtown, ky 42701, usa"
Kentucky,CVS Health COVID-19 Testing Site,102 Village Lane,Hazard,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-83.22471,37.2836455,"102 village ln, hazard, ky 41701, usa"
Kentucky,Henderson Community College,2660 S Green St,Henderson,Drive-thru,8:30am - 5:30pm,,,https://www.thelittleclinic.com/drivethru-testing,-87.6525354,37.797129,"2660 s green st, henderson, ky 42420, usa"
Kentucky,Tie Breaker Park,9503 Eagle Way,Hopkinsville,Drive-thru,M-F 9-11,,,,-87.4990802,36.8159872,"9503 eagle way, hopkinsville, ky 42240, usa"
Kentucky,CVS Health COVID-19 Testing Site,118 East New Circle Road,Lexington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-84.4702992,38.0644238,"118 e new circle rd, lexington, ky 40505, usa"
Kentucky,UK Healthcare Turfland,2195 Harrodsburg Rd,Lexington,Drive-thru,,,UK employees and general health workers on frontlines,https://uknow.uky.edu/uk-healthcare/uk-healthcare-begin-drive-thru-covid-19-testing-frontline-employees,-84.5406501,38.0256956,"2195 harrodsburg rd, lexington, ky 40504, usa"
Kentucky,Walgreens,2296 Executive Drive,Lexington,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-84.4278773,38.0422796,"2296 executive dr, lexington, ky 40505, usa"
Kentucky,Bluegrass Community and Technical College,500 Newtown Pike,Lexington,Drive-thru,M-F 8:30-5:30 until May 1,1-888-852-2567,call for screening or visit https://www.thelittleclinic.com/drivethru-testing,https://www.thelittleclinic.com/drivethru-testing,-84.5000142,38.0614904,"classroom building, 500 newtown pike, lexington, ky 40508, usa"
Kentucky,Bluegrass Extended Care,989 Governors Lane,Lexington,Drive-thru,4-Sep,,showing symptoms,https://www.wtvq.com/2020/03/24/lexington-clinic-offers-drive-covid-19-testing-wednesday/,-84.5569837,38.019501,"989 governors ln, lexington, ky 40513, usa"
Kentucky,Hoskins Medical Center,1120 Reuben St,London,Drive-thru,,(606) 864-7000,,https://www.wymt.com/content/news/London-clinic-starts-drive-up-testing-for-COVID-19-569072721.html,-84.0926311,37.1356282,"1120 reuben st, london, ky 40741, usa"
Kentucky,CVS Health COVID-19 Testing Site,10490 Shelbyville Road,Louisville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-85.5602852,38.2447308,"10490 shelbyville rd, louisville, ky 40223, usa"
Kentucky,Walmart,2020 Bashford Manor Ln,Louisville,Drive-thru,7 days a week 9 a.m. - 4 p.m.,,,https://corporate.walmart.com/covid19testing,-85.6671847,38.1998257,"2020 bashford manor ln, louisville, ky 40218, usa"
Kentucky,CVS Health COVID-19 Testing Site,2311 Lime Kiln Road,Louisville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-85.6276854,38.2846357,"2311 lime kiln ln, louisville, ky 40222, usa"
Kentucky,Shawnee Park,4501 W Broadway,Louisville,Drive-thru,,,register here http://thelittleclinic.com/drivethru-testing; symptomatic and/or frontline workers,https://louisvilleky.gov/news/mobile-covid-19-testing-starts-monday-shawnee-park,-85.8277931,38.2507312,"4501 w broadway, louisville, ky 40211, usa"
Kentucky,Robley Rex VA Medical Center,800 Zorn Avenue 40206,Louisville,Drive-thru,,,,https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,-85.6969907,38.2702402,"800 zorn ave, louisville, ky 40206, usa"
Kentucky,Southern High School,8620 Preston Hwy,Louisville,Drive-thru,8:30am - 5:30pm,,,https://www.thelittleclinic.com/drivethru-testing,-85.683856,38.1273346,"8620 preston hwy, louisville, ky 40219, usa"
Kentucky,University of Louisville,Downtown  corner of East Liberty and South Brook,Louisville,Drive-thru,,,appts only; existing patients,https://www.wave3.com/2020/03/26/drive-thru-covid-testing-coming-louisville-some-labs-still-backed-up/,-85.7506347,38.2523424,"east liberty and south brook streets in, louisville, ky 40203, usa"
Kentucky,Jessamine County Health,210 East Walnut,Nicholasville,Drive-thru,,859-885-4149,appt - call or visit jessaminehealth.org,https://www.jessaminehealth.org/covid19/,-93.6149117,41.5879579,"210 e walnut st, des moines, ia 50309, usa"
Kentucky,CVS Health COVID-19 Testing Site,2169 Midland Trail,Shelbyville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-85.2583909,38.2142334,"2169 midland trail, shelbyville, ky 40065, usa"
Kentucky,CVS Health COVID-19 Testing Site,24 West Lexington Avenue,Winchester,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-84.1789964,37.991933,"24 w lexington ave, winchester, ky 40391, usa"
Louisiana,CVS Health COVID-19 Testing Site,1100 Veterans Memorial Drive,Abbeville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.1236214,29.9811288,"1100 veterans memorial dr, abbeville, la 70510, usa"
Louisiana,SouthStar Urgent Care,3013 Veterans Memorial Drive,Abbeville,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-893-2273,,https://hulinhealth.com/index.cfm,-92.0926855,29.9702901,"3013 veterans memorial dr, abbeville, la 70510, usa"
Louisiana,CVS Health COVID-19 Testing Site,1214 Main Street,Baker,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-88.3287543,41.84668,"1214 main st, batavia, il 60510, usa"
Louisiana,Walmart,14507 Plank Rd,Baker,Drive-thru,"Mon, Wed, Fri 7 a.m. to 9 a.m.",,,https://corporate.walmart.com/covid19testing,-91.1314043,30.5802145,"14507 plank rd, baker, la 70714, usa"
Louisiana,SouthStar Urgent Care,2100 East Madison Ave,Bastrop,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-239-4413,,https://hulinhealth.com/index.cfm,-91.88621,32.7766096,"2100 e madison ave, bastrop, la 71220, usa"
Louisiana,Walmart,9350 Cortana Pl,Baton Rogue,Drive-thru,"Mon, Wed, Fri 7 a.m. to 9 a.m.",,,https://corporate.walmart.com/covid19testing,-91.0901255,30.4628236,"9350 cortana pl, baton rouge, la 70815, usa"
Louisiana,CVS Health COVID-19 Testing Site,12880 Airline Highway,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.0395263,30.380954,"12880 airline hwy, baton rouge, la 70817, usa"
Louisiana,Ochsner Urgent Care and Occupations Health,18303 Old Perkins Road East,Baton Rouge,Clinic,Mon\u2014Fri 8AM\u20148PM,225-236-5980,,https://www.ochsner.org/coronavirus,-91.023842,30.3481353,"18303 old perkins rd e, baton rouge, la 70810, usa"
Louisiana,Patient Plus Urgent Care,2840 Florida Blvd,Baton Rouge,Clinic,Daily 9AM\u20149PM,225-224-2402,,http://patientplusuc.com/,-91.1594838,30.4498545,"2840 florida blvd, baton rouge, la 70806, usa"
Louisiana,CVS Health COVID-19 Testing Site,3384 Government Street,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.154655,30.4435132,"3384 government st, baton rouge, la 70806, usa"
Louisiana,Baton Rouge General\u2019s Mid-City Campus,3600 Florida Blvd,Baton Rouge,Drive-thru,"1-3, m-f",,referral from PCP,https://www.brgeneral.org/coronavirus-information/covid-19-testing-center/,-91.1531046,30.4491379,"3600 florida blvd, baton rouge, la 70806, usa"
Louisiana,Patient Plus Urgent Care,4460 Perkins Rd,Baton Rouge,Clinic,Daily 9AM\u20149PM,225-831-1241,,http://patientplusuc.com/,-91.1437172,30.4163973,"4460 perkins rd, baton rouge, la 70808, usa"
Louisiana,CVS Health COVID-19 Testing Site,5360 Highland Road,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.1595176,30.3931128,"5360 highland rd, baton rouge, la 70808, usa"
Louisiana,Patient Plus Urgent Care,5420 Plank Road,Baton Rouge,Clinic,Daily 9AM\u20149PM,225-228-2452,,http://patientplusuc.com/,-91.1530364,30.4987318,"5420 plank rd, baton rouge, la 70805, usa"
Louisiana,Patient Plus Urgent Care,7353 Jefferson Hwy,Baton Rouge,Clinic,Daily 9AM\u20149PM,225-442-0500,,http://patientplusuc.com/,-91.1123066,30.4347122,"7353 jefferson hwy, baton rouge, la 70806, usa"
Louisiana,CVS Health COVID-19 Testing Site,7411 Florida Boulevard,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.1128877,30.4523829,"7411 florida blvd, baton rouge, la 70806, usa"
Louisiana,CVS Health COVID-19 Testing Site,7777 Bluebonnet Boulevard Suite 100 ,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.0968593,30.3793755,"7777 bluebonnet blvd #100, baton rouge, la 70810, usa"
Louisiana,CVS Health COVID-19 Testing Site,9326 Burbank Drive,Baton Rouge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-91.1235724,30.3595081,"9326 burbank dr, baton rouge, la 70820, usa"
Louisiana,Patient Plus Urgent Care,9688 Florida Blvd,Baton Rouge,Clinic,Daily 9AM\u20149PM,225-408-7587,,http://patientplusuc.com/,-91.0803602,30.4552412,"9688 florida blvd, baton rouge, la 70815, usa"
Louisiana,Ochsner Urgent Care and Occupations Health,1111 Greengate Dr,Covington,Clinic,Mon\u2014Fri 8AM\u20148PM; 9AM\u20145PM,985-327-6095,,https://www.ochsner.org/coronavirus,-90.0829263,30.4466287,"1111 greengate dr, covington, la 70433, usa"
Louisiana,CVS Health COVID-19 Testing Site,1850 North Highway 190,Covington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.081174,30.4581508,"1850 n hwy 190, covington, la 70433, usa"
Louisiana,CVS Health COVID-19 Testing Site,640 South Range Avenue,Denham Springs,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.9543313,30.4764355,"640 s range ave, denham springs, la 70726, usa"
Louisiana,SouthStar Urgent Care,1970 West Laurel,Eunice,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-603-4006,,https://hulinhealth.com/index.cfm,-92.4372678,30.4954201,"1970 w laurel ave, eunice, la 70535, usa"
Louisiana,SouthStar Urgent Care,965 Sterlington Hwy,Farmerville,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-608-4681,,https://hulinhealth.com/index.cfm,-92.3917278,32.7703493,"965 sterlington hwy, farmerville, la 71241, usa"
Louisiana,Ochsner LSU Health Urgent Care,14601 Airline Hwy,Gonzales,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,225-236-5970,,https://www.ochsner.org/coronavirus,-90.9538089,30.2816612,"14601 airline hwy, gonzales, la 70737, usa"
Louisiana,SouthStar Urgent Care,1665 LA Hwy 3125,Gramercy,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,225-289-4545,,https://hulinhealth.com/index.cfm,-90.6979539,30.0628299,"1665 la-3125, gramercy, la 70052, usa"
Louisiana,Walgreens,1544 Manhattan Blvd,Harvey,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-90.0594597,29.8920376,"1544 manhattan blvd, harvey, la 70058, usa"
Louisiana,Ochsner Urgent Care,5922 W Main St,Houma,Clinic,Mon\u2014Fri 8AM\u20148PM; 9AM\u20145PM,985-262-8015,,https://www.ochsner.org/coronavirus,-90.7600025,29.6344842,"5922 w main st, houma, la 70360, usa"
Louisiana,TGMC Medical Arts facility,855 Belanger Street,Houma,Drive-thru,,,,,-90.7158064,29.59697,"855 belanger st, houma, la 70360, usa"
Louisiana,SouthStar Urgent Care,1050 E Admiral Doyle Drive,Iberia,Clinic,Mon\u2014Fri 7AM\u20147 PM; Sat\u2014Sun 8AM\u20144PM,337-376-0515,,https://hulinhealth.com/index.cfm,-91.8216057,29.9856992,"1050 e admiral doyle dr, new iberia, la 70560, usa"
Louisiana,Ochsner Urgent Care and Occupations Health,3417 Williams Blvd,Kenner,Clinic,Mon\u2014Fri 9AM\u20149PM; 9AM\u20146:30PM,504-461-9660,,https://www.ochsner.org/coronavirus,-90.2398949,30.0188598,"3417 williams blvd, kenner, la 70065, usa"
Louisiana,CVS Health COVID-19 Testing Site,1326 West Pinhook Road,Lafayette,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.0166826,30.2000444,"1326 w pinhook rd, lafayette, la 70503, usa"
Louisiana,CVS Health COVID-19 Testing Site,5044 Ambassador Caffrey Parkway,Lafayette,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.0335184,30.1455083,"5044 ambassador caffery pkwy, lafayette, la 70508, usa"
Louisiana,SouthStar Urgent Care,6770 Johnson Street,Lafayette,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-326-5702,,https://hulinhealth.com/index.cfm,-92.0931065,30.1519761,"6770 johnston st, lafayette, la 70503, usa"
Louisiana,CVS Health COVID-19 Testing Site,705 Bertrand Dr,Lafayette,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.0471903,30.214135,"705 bertrand dr, lafayette, la 70506, usa"
Louisiana,Wla Center For Health Services,2000 Opelousas St,Lake Victoria,Drive-thru,MWTh - 9-4; T 9-6; F 9-1,337-439-9983,call first for screening,,-93.1924809,30.2416532,"2000 opelousas st, lake charles, la 70601, usa"
Louisiana,Walmart,1616 W Airline Hwy,Laplace,Drive-thru,"Mon, Wed, Fri 7 a.m. - 10 a.m.",,,https://corporate.walmart.com/covid19testing,-90.4987642,30.0747896,"1616 w airline hwy, laplace, la 70068, usa"
Louisiana,SouthStar Urgent Care,160 San Antonio Ave,Many,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-353-3412,,https://hulinhealth.com/index.cfm,-93.4905226,31.5659124,"160 san antonio ave, many, la 71449, usa"
Louisiana,SouthStar Urgent Care,863 Tunica Drive East,Marksville,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-717-1175,,https://hulinhealth.com/index.cfm,-92.0638961,31.1118373,"863 tunica dr e, marksville, la 71351, usa"
Louisiana,Ochsner Urgent Care and Occupations Health,1625 Barataria Blvd,Marrero,Clinic,Mon\u2014Fri 8AM\u20148PM; 9AM\u20145PM,504-309-5015,,https://www.ochsner.org/coronavirus,-90.0981694,29.8821657,"1625 barataria blvd, harvey, la 70058, usa"
Louisiana,Marrero Community Center,1861 Ames Blvd,Marrero,Drive-thru,4-Aug,,,https://ready.nola.gov/incident/coronavirus/calendar/,-90.1139844,29.8815761,"1861 ames blvd, marrero, la 70072, usa"
Louisiana,CVS Health COVID-19 Testing Site,2105 Cleary Avenue,Metairie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.1709096,29.9937872,"2105 cleary ave, metairie, la 70001, usa"
Louisiana,Ochsner Urgent Care,2215 Veterans Blvd,Metairie,Clinic,Mon\u2014Fri 9AM\u20149PM; 9AM\u20146:30PM,504-838-3524,,https://www.ochsner.org/coronavirus,-90.1476585,30.0032835,"2215 veterans blvd, metairie, la 70002, usa"
Louisiana,SouthStar Urgent Care,1034 Homer Road,Minden,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,316-639-4994,,https://hulinhealth.com/index.cfm,-84.331056,43.5794907,"1034 s homer rd, midland, mi 48640, usa"
Louisiana,CVS Health COVID-19 Testing Site,1710 Louisville Avenue,Monroe,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.106877,32.5167042,"1710 louisville ave, monroe, la 71201, usa"
Louisiana,SouthStar Urgent Care,1110 E St Peter Street,New Iberia,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-364-1166,,https://hulinhealth.com/index.cfm,-91.8043936,29.9968604,"1110 e st peter st, new iberia, la 70560, usa"
Louisiana,Walmart,1205 E Admiral Doyle Dr,New Iberia,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-91.8147125,29.985207,"1205 e admiral doyle dr, new iberia, la 70560, usa"
Louisiana,CVS Health COVID-19 Testing Site,1600  Elysian Fields Avenue,New Orleans,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.057672,29.9743119,"1600 elysian fields ave, new orleans, la 70117, usa"
Louisiana,Odyssey House,2700 S Broad Street,New Orleans,Drive-thru,"m-f, 3p-5p",,showing symptoms,https://www.wwltv.com/article/news/health/coronavirus/drive-thru-coronavirus-test-locations-in-southeast-louisiana/289-ea7f65ac-49ac-4516-8f20-ad26184ff08d,-75.1711595,39.9164839,"2700 s broad st, philadelphia, pa 19145, usa"
Louisiana,CVS Health COVID-19 Testing Site,3621 General De Gaulle Drive,New Orleans,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.0209152,29.9239073,"3621 general de gaulle dr, new orleans, la 70114, usa"
Louisiana,Ochsner Urgent Care,4100 Canal Street,New Orleans,Clinic,Mon\u2014Fri 8AM\u20148PM; 9AM\u20146PM,504-218-4853,,https://www.ochsner.org/coronavirus,-90.101309,29.9746768,"4100 canal st, new orleans, la 70119, usa"
Louisiana,CVS Health COVID-19 Testing Site,4401 South Claiborne,New Orleans,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-90.1041425,29.9406301,"4401 s claiborne ave, new orleans, la 70125, usa"
Louisiana,First Grace Methodist,600 S Jefferson Davis Pkwy,New Orleans,Drive-thru,starting May 5 8-3,,,https://ready.nola.gov/incident/coronavirus/calendar/,-90.0976854,29.965613,"600 s jefferson davis pkwy, new orleans, la 70119, usa"
Louisiana,MLK Elementary,617 Caffin Ave,New Orleans,Drive-thru,Starting May 18 8-3,,,https://ready.nola.gov/incident/coronavirus/calendar/,-90.0170337,29.9565039,"617 caffin ave, new orleans, la 70117, usa"
Louisiana,University of New Orleans Lakefront Arena Parking Lot,6801 Franklin Avenue,New Orleans,Drive-thru,,,,https://nola.gov/mayor/news/march-2020/covid-19-drive-through-testing-to-expand-criteria-to-any-symptomatic-individual/,-90.0504922,30.0302491,"6801 franklin ave, new orleans, la 70122, usa"
Louisiana,Franklin Ave. Baptist Church,8282 I10 Service Rd,New Orleans,Drive-thru,starting May 4 8-3,,,https://ready.nola.gov/incident/coronavirus/calendar/,-89.9958343,30.0276374,"8282 i-10 service rd, new orleans, la 70126, usa"
Louisiana,SouthStar Urgent Care,1902 US Hwy 165 South,Oakdale,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-215-7806,,https://hulinhealth.com/index.cfm,-92.6757775,30.7933334,"1902 us hwy 165, south st, oakdale, la 71463, usa"
Louisiana,CVS Health COVID-19 Testing Site,1013 East Landry Street,Opelousas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-92.0710009,30.532258,"1013 e landry st, opelousas, la 70570, usa"
Louisiana,SouthStar Urgent Care,1723 Creswell Ln Ext,Opelousas,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-326-4569,,https://hulinhealth.com/index.cfm,-92.064107,30.5186996,"1723 creswell ln, opelousas, la 70570, usa"
Louisiana,Walmart,59690 Belleview Dr,Plaquemine,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-91.2549602,30.2638583,"59690 belleview dr, plaquemine, la 70764, usa"
Louisiana,Coastal Urgent Care of Ruston,1009 South Service Road West,Ruston,Clinic,Mon\u2014Fri 8AM\u20147PM; Sat\u2014Sun 9AM\u20146PM,318-497-4240,,https://coastalurgentcareruston.com/,-79.7081182,43.4360187,"1009 s service rd w, oakville, on l6l 6k3, canada"
Louisiana,SouthStar Urgent Care,203 Westgate Road Scott,Scott,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-223-8401,,https://hulinhealth.com/index.cfm,-92.08657,30.23108,"203 westgate rd, lafayette, la 70506, usa"
Louisiana,Walmart,1125 Shreveport Barksdale Hwy,Shreveport,Drive-thru,"Mon, Wed, Fri 7 a.m. - 10 a.m.",,,https://corporate.walmart.com/covid19testing,-93.7052787,32.4834653,"1125 shreveport barksdale hwy, shreveport, la 71105, usa"
Louisiana,Ochsner LSU Health Urgent Care,1641 East 70th Street,Shreveport,Clinic,Mon\u2014Fri 7AM\u20147 PM; Sat\u2014Sun 9AM\u20145PM,318-626-0037,,https://www.ochsner.org/coronavirus,-93.7215842,32.4430181,"1641 e 70th st, shreveport, la 71105, usa"
Louisiana,Ochsner LSU Health Urgent Care,2113 Airline Drive Suite 100,Shreveport,Clinic,Mon\u2014Fri 7AM\u20147 PM; Sat\u2014Sun 9AM\u20145PM,318-626-0038,,https://www.ochsner.org/coronavirus,-93.7077819,32.5344526,"2113 airline dr #100, bossier city, la 71111, usa"
Louisiana,VA,510 E Stoner Ave,Shreveport,Drive-thru,M-F 9-12; 1-3,318-990-5000 or 800-644-8370,call for prescreen; veterans only,https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,-93.7216826,32.5031008,"510 e stoner ave, shreveport, la 71101, usa"
Louisiana,CVS Health COVID-19 Testing Site,7004 Youree Drive,Shreveport,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-93.7191832,32.4428834,"7004 youree dr, shreveport, la 71105, usa"
Louisiana,CVS Health COVID-19 Testing Site,9194 Mansfield Road,Shreveport,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-93.8048804,32.4028534,"9194 mansfield rd, shreveport, la 71118, usa"
Louisiana,CVS Health COVID-19 Testing Site,2103 Gause Boulevard East,Slidell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-89.7332948,30.287249,"2103 gause blvd e, slidell, la 70461, usa"
Louisiana,Pelican Urgent Care,2375 Gause Blvd E,Slidell,Clinic,Mon\u2014Fri 8AM\u20148PM; 9AM\u20145PM,985-645-9000,,https://www.ochsner.org/coronavirus,-89.728358,30.2890076,"2375 gause blvd e, slidell, la 70461, usa"
Louisiana,SouthStar Urgent Care,3333 Ponchartrain Drive,Slidell,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,985-238-0320,,https://hulinhealth.com/index.cfm,-89.788025,30.258214,"3333 pontchartrain dr, slidell, la 70458, usa"
Louisiana,CVS Health COVID-19 Testing Site,800 Brownswitch Road,Slidell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-89.7465985,30.3109442,"800 brownswitch rd, slidell, la 70458, usa"
Louisiana,SouthStar Urgent Care,1918 S Arkansas Street,Springhill,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-277-2581,,https://hulinhealth.com/index.cfm,-93.4629309,32.9848088,"1918 s arkansas st, springhill, la 71075, usa"
Louisiana,Thibodaux Regional Health System,506 North Acadia Road,Thibodaux,Drive-thru,,,First responders/medical only,https://www.thibodaux.com/news/2020/march/thibodaux-regional-implements-drive-through-coll/,-90.8097992,29.7844223,"506 n acadia rd, thibodaux, la 70301, usa"
Louisiana,SouthStar Urgent Care,4319 Carter Street,Vidalia,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,318-414-2190,,https://hulinhealth.com/index.cfm,-91.465332,31.575613,"4319 carter st, vidalia, la 71373, usa"
Louisiana,SouthStar Urgent Care,804 East Lasalle Street,Ville Platte,Clinic,Mon\u2014Fri 8AM\u20148PM; Sat\u2014Sun 9AM\u20145PM,337-317-8781,,https://hulinhealth.com/index.cfm,-92.2650458,30.6864679,"804 e lasalle st, ville platte, la 70586, usa"
Louisiana,Alario Center,2000 Segnette Blvd,Westwego,Drive-thru,,,,https://www.jeffparish.net/press-releases/covid-19-drive-through-testing-site-available-to-any-symptomatic-individual-18/03-25-yyyy,-90.1624467,29.9057348,"2000 segnette blvd, westwego, la 70094, usa"
Louisiana,AHS Walk-In Clinic,6011 Ambassador Caffery Pkwy,Youngsville,Clinic,Mon\u2014Fri 7:30AM\u20148PM; Sat\u2014Sun 9AM\u20146PM,337-234-9925,,https://hulinhealth.com/index.cfm,-92.005169,30.1358869,"6011 ambassador caffery pkwy, youngsville, la 70592, usa"
Maine,CVS Health COVID-19 Testing Site,8 Union Street,Auburn,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-73.9921112,40.7349509,"128 university pl, new york, ny 10003, usa"
Maine,CVS Health COVID-19 Testing Site,24 Stone Street Suite 120,Augusta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-69.7674491,44.3147922,"24 stone st #120, augusta, me 04330, usa"
Maine,Maine General Medical Center,35 Medical Center Pkwy,Augusta,Drive-thru,,,symptoms + calling ahead,,-69.7806255,44.3627559,"35 medical center pkwy, augusta, me 04330, usa"
Maine,Bass Park,Bass Park Blvd,Bangor,Drive-thru,9-3 m-f,,pre-screen by provider,https://northernlighthealth.org/Locations/Eastern-Maine-Medical-Center/News-Events/News/2020/Bangor-healthcare-organizations-and-City-of-Bangor,-68.7801577,44.7887882,"bass park blvd, bangor, me 04401, usa"
Maine,CVS Health COVID-19 Testing Site,384 Elm Street,Biddeford,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-73.220003,41.321149,"384 elm st, monroe, ct 06468, usa"
Maine,Northern Light Blue Hill Hospital,57 Water St,Blue Hill,Drive-thru,,844-489-1822,call ahead to be screened,https://northernlighthealth.org/Resources/COVID-19,-71.1841742,42.3619527,"57 water st, watertown, ma 02472, usa"
Maine,Maine Urgent Care,685 Sabattus Street,Lewiston,Clinic,Daily 8AM\u20148PM,207-795-5050,Must meet CDC testing criteria,https://www.cmhc.org/about-us/covid-19/,-70.180413,44.1023489,"685 sabattus st, lewiston, me 04240, usa"
Maine,CVS Health COVID-19 Testing Site,111 Auburn Street,Portland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-70.2886339,43.7040175,"111 auburn st, portland, me 04103, usa"
Maine,Mercy Hospital's Fore River campus,175 Fore River Pkwy floor 1,Portland,Drive-thru,,844-489-1822,call ahead to be screened,,-70.2820771,43.6482809,"175 fore river pkwy floor 1, portland, me 04102, usa"
